merchant_id,merchant_name,merchant_category,aw_product_id,product_name,description,search_price,currency,aw_deep_link,large_image
1001,VitalSleep,Electronics > Recovery,p_702854,VitalSleep Advanced Percussion Massage Gun,<strong>VitalSleep Advanced Percussion Massage Gun</strong><br> Improves cognitive function. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Electronics > Recovery</span>,259.33,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=7168,https://via.placeholder.com/300x300?text=Percussion+Massage+Gun
1001,Zenith Gear,Home > Lighting,p_656814,Zenith Gear Smart Blue Light Blocking Bulbs (Amber),<strong>Zenith Gear Smart Blue Light Blocking Bulbs (Amber)</strong><br> Enhances deep sleep cycles. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Home > Lighting</span>,101.64,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=4528,https://via.placeholder.com/300x300?text=Blue+Light+Blocking+Bulbs+(Amber)
1001,Zenith Gear,Electronics > Recovery,p_818030,Zenith Gear Clinical Strength Infrared Sauna Blanket,<strong>Zenith Gear Clinical Strength Infrared Sauna Blanket</strong><br> Improves cognitive function. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Electronics > Recovery</span>,192.86,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=1459,https://via.placeholder.com/300x300?text=Infrared+Sauna+Blanket
1001,Nordic Recovery,Electronics > Recovery,p_341227,Nordic Recovery Ultra Infrared Sauna Blanket,<strong>Nordic Recovery Ultra Infrared Sauna Blanket</strong><br> Reduces cortisol levels. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Electronics > Recovery</span>,304.47,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=1270,https://via.placeholder.com/300x300?text=Infrared+Sauna+Blanket
1001,NeuroPeak,Apparel > Compression,p_771554,NeuroPeak Deep Recovery Socks,<strong>NeuroPeak Deep Recovery Socks</strong><br> Accelerates muscle recovery. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Apparel > Compression</span>,37.61,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=5574,https://via.placeholder.com/300x300?text=Recovery+Socks
1001,PureFlow,Supplements > Sleep,p_181388,PureFlow Deep Tart Cherry Concentrate,<strong>PureFlow Deep Tart Cherry Concentrate</strong><br> Improves cognitive function. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Supplements > Sleep</span>,34.17,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=3602,https://via.placeholder.com/300x300?text=Tart+Cherry+Concentrate
1001,BioStack,Supplements > Focus,p_581236,BioStack Organic Lion's Mane Mushroom Extract,<strong>BioStack Organic Lion's Mane Mushroom Extract</strong><br> Improves cognitive function. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Supplements > Focus</span>,34.9,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=7075,https://via.placeholder.com/300x300?text=Lion's+Mane+Mushroom+Extract
1001,Nordic Recovery,Supplements > Gut Health,p_992878,Nordic Recovery Rapid Bone Broth Protein,<strong>Nordic Recovery Rapid Bone Broth Protein</strong><br> Improves cognitive function. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Supplements > Gut Health</span>,57.86,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=4258,https://via.placeholder.com/300x300?text=Bone+Broth+Protein
1001,OptiMize Labs,Apparel > Compression,p_638996,OptiMize Labs Deep Copper Infused Sleeve,<strong>OptiMize Labs Deep Copper Infused Sleeve</strong><br> Improves cognitive function. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Apparel > Compression</span>,31.43,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=5705,https://via.placeholder.com/300x300?text=Copper+Infused+Sleeve
1001,VitalSleep,Home > Lighting,p_506163,VitalSleep Ultra Sunrise Alarm Clock,<strong>VitalSleep Ultra Sunrise Alarm Clock</strong><br> Reduces cortisol levels. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Home > Lighting</span>,94.9,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=5226,https://via.placeholder.com/300x300?text=Sunrise+Alarm+Clock
1001,BioStack,Apparel > Compression,p_404874,BioStack Ultra Post-Workout Hoodie,<strong>BioStack Ultra Post-Workout Hoodie</strong><br> Enhances deep sleep cycles. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Apparel > Compression</span>,23.7,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=279,https://via.placeholder.com/300x300?text=Post-Workout+Hoodie
1001,NeuroPeak,Supplements > Sleep,p_867793,NeuroPeak Rapid Deep Sleep Stack,<strong>NeuroPeak Rapid Deep Sleep Stack</strong><br> Improves cognitive function. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Supplements > Sleep</span>,18.07,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=7314,https://via.placeholder.com/300x300?text=Deep+Sleep+Stack
1001,PureFlow,Supplements > Focus,p_116818,PureFlow Clinical Strength Omega-3 Fish Oil (High DHA),<strong>PureFlow Clinical Strength Omega-3 Fish Oil (High DHA)</strong><br> Accelerates muscle recovery. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Supplements > Focus</span>,45.06,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=9178,https://via.placeholder.com/300x300?text=Omega-3+Fish+Oil+(High+DHA)
1001,EarthGrown,Home > Bedroom,p_568207,EarthGrown Premium Weighted Blanket (15lbs),<strong>EarthGrown Premium Weighted Blanket (15lbs)</strong><br> Optimizes circadian rhythm. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Home > Bedroom</span>,128.8,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=9949,https://via.placeholder.com/300x300?text=Weighted+Blanket+(15lbs)
1001,Nordic Recovery,Supplements > Focus,p_576687,Nordic Recovery Ultra Yerba Mate Extract,<strong>Nordic Recovery Ultra Yerba Mate Extract</strong><br> Improves cognitive function. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Supplements > Focus</span>,49.42,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=3487,https://via.placeholder.com/300x300?text=Yerba+Mate+Extract
1001,BioStack,Home > Bedroom,p_914846,BioStack Advanced Silk Sleep Mask,<strong>BioStack Advanced Silk Sleep Mask</strong><br> Enhances deep sleep cycles. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Home > Bedroom</span>,100.74,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=3008,https://via.placeholder.com/300x300?text=Silk+Sleep+Mask
1001,VitalSleep,Supplements > Sleep,p_262374,VitalSleep Clinical Strength L-Theanine Calm Drops,<strong>VitalSleep Clinical Strength L-Theanine Calm Drops</strong><br> Reduces cortisol levels. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Supplements > Sleep</span>,46.41,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=3184,https://via.placeholder.com/300x300?text=L-Theanine+Calm+Drops
1001,PureFlow,Home > Lighting,p_470101,PureFlow Clinical Strength Red Night Light,<strong>PureFlow Clinical Strength Red Night Light</strong><br> Accelerates muscle recovery. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Home > Lighting</span>,93.66,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=7867,https://via.placeholder.com/300x300?text=Red+Night+Light
1001,PureFlow,Supplements > Focus,p_861044,PureFlow Clinical Strength Alpha-GPC Nootropic,<strong>PureFlow Clinical Strength Alpha-GPC Nootropic</strong><br> Improves cognitive function. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Supplements > Focus</span>,27.37,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=5617,https://via.placeholder.com/300x300?text=Alpha-GPC+Nootropic
1001,EarthGrown,Supplements > Sleep,p_395235,EarthGrown Deep Tart Cherry Concentrate,<strong>EarthGrown Deep Tart Cherry Concentrate</strong><br> Improves cognitive function. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Supplements > Sleep</span>,59.88,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=4892,https://via.placeholder.com/300x300?text=Tart+Cherry+Concentrate
1001,Halo Tracker,Home > Bedroom,p_669512,Halo Tracker Ultra Ergonomic Pillow,<strong>Halo Tracker Ultra Ergonomic Pillow</strong><br> Improves cognitive function. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Home > Bedroom</span>,41.92,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=8908,https://via.placeholder.com/300x300?text=Ergonomic+Pillow
1001,RedLight Rising,Supplements > Gut Health,p_460954,RedLight Rising Clinical Strength Probiotic 50 Billion CFU,<strong>RedLight Rising Clinical Strength Probiotic 50 Billion CFU</strong><br> Reduces cortisol levels. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Supplements > Gut Health</span>,57.0,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=4411,https://via.placeholder.com/300x300?text=Probiotic+50+Billion+CFU
1001,Halo Tracker,Home > Lighting,p_852947,Halo Tracker Deep Full Spectrum Desk Lamp,<strong>Halo Tracker Deep Full Spectrum Desk Lamp</strong><br> Reduces cortisol levels. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Home > Lighting</span>,116.82,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=3646,https://via.placeholder.com/300x300?text=Full+Spectrum+Desk+Lamp
1001,BioStack,Electronics > Wearables,p_898203,BioStack Organic Smart Watch Pro,<strong>BioStack Organic Smart Watch Pro</strong><br> Supports metabolic flexibility. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Electronics > Wearables</span>,408.56,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=6322,https://via.placeholder.com/300x300?text=Smart+Watch+Pro
1001,OptiMize Labs,Home > Lighting,p_244743,OptiMize Labs Smart Full Spectrum Desk Lamp,<strong>OptiMize Labs Smart Full Spectrum Desk Lamp</strong><br> Improves cognitive function. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Home > Lighting</span>,42.42,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=9911,https://via.placeholder.com/300x300?text=Full+Spectrum+Desk+Lamp
1001,OptiMize Labs,Home > Lighting,p_227964,OptiMize Labs Smart Sunrise Alarm Clock,<strong>OptiMize Labs Smart Sunrise Alarm Clock</strong><br> Reduces cortisol levels. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Home > Lighting</span>,118.29,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=7401,https://via.placeholder.com/300x300?text=Sunrise+Alarm+Clock
1001,BioStack,Apparel > Compression,p_104768,BioStack Deep Recovery Socks,<strong>BioStack Deep Recovery Socks</strong><br> Accelerates muscle recovery. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Apparel > Compression</span>,19.0,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=8566,https://via.placeholder.com/300x300?text=Recovery+Socks
1001,Halo Tracker,Supplements > Sleep,p_773779,Halo Tracker Smart L-Theanine Calm Drops,<strong>Halo Tracker Smart L-Theanine Calm Drops</strong><br> Enhances deep sleep cycles. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Supplements > Sleep</span>,24.89,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=7529,https://via.placeholder.com/300x300?text=L-Theanine+Calm+Drops
1001,Nordic Recovery,Electronics > Recovery,p_639577,Nordic Recovery Ultra Infrared Sauna Blanket,<strong>Nordic Recovery Ultra Infrared Sauna Blanket</strong><br> Reduces cortisol levels. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Electronics > Recovery</span>,440.24,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=4118,https://via.placeholder.com/300x300?text=Infrared+Sauna+Blanket
1001,RedLight Rising,Supplements > Sleep,p_744553,RedLight Rising Deep Tart Cherry Concentrate,<strong>RedLight Rising Deep Tart Cherry Concentrate</strong><br> Enhances deep sleep cycles. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Supplements > Sleep</span>,53.25,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=7375,https://via.placeholder.com/300x300?text=Tart+Cherry+Concentrate
1001,BioStack,Supplements > Focus,p_729101,BioStack Premium Caffeine + L-Theanine,<strong>BioStack Premium Caffeine + L-Theanine</strong><br> Reduces cortisol levels. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Supplements > Focus</span>,47.54,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=7780,https://via.placeholder.com/300x300?text=Caffeine+++L-Theanine
1001,OptiMize Labs,Supplements > Gut Health,p_449001,OptiMize Labs Rapid Prebiotic Fiber Blend,<strong>OptiMize Labs Rapid Prebiotic Fiber Blend</strong><br> Reduces cortisol levels. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Supplements > Gut Health</span>,46.2,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=9166,https://via.placeholder.com/300x300?text=Prebiotic+Fiber+Blend
1001,NeuroPeak,Supplements > Sleep,p_595516,NeuroPeak Smart Tart Cherry Concentrate,<strong>NeuroPeak Smart Tart Cherry Concentrate</strong><br> Supports metabolic flexibility. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Supplements > Sleep</span>,41.58,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=4763,https://via.placeholder.com/300x300?text=Tart+Cherry+Concentrate
1001,OptiMize Labs,Home > Lighting,p_543915,OptiMize Labs Advanced Red Night Light,<strong>OptiMize Labs Advanced Red Night Light</strong><br> Optimizes circadian rhythm. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Home > Lighting</span>,104.06,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=9794,https://via.placeholder.com/300x300?text=Red+Night+Light
1001,Nordic Recovery,Home > Bedroom,p_535505,Nordic Recovery Clinical Strength Cooling Mattress Pad,<strong>Nordic Recovery Clinical Strength Cooling Mattress Pad</strong><br> Improves cognitive function. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Home > Bedroom</span>,119.13,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=2039,https://via.placeholder.com/300x300?text=Cooling+Mattress+Pad
1001,Zenith Gear,Home > Lighting,p_155737,Zenith Gear Smart Sunrise Alarm Clock,<strong>Zenith Gear Smart Sunrise Alarm Clock</strong><br> Improves cognitive function. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Home > Lighting</span>,105.51,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=8164,https://via.placeholder.com/300x300?text=Sunrise+Alarm+Clock
1001,Zenith Gear,Electronics > Recovery,p_681820,Zenith Gear Ultra Infrared Sauna Blanket,<strong>Zenith Gear Ultra Infrared Sauna Blanket</strong><br> Enhances deep sleep cycles. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Electronics > Recovery</span>,298.95,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=4712,https://via.placeholder.com/300x300?text=Infrared+Sauna+Blanket
1001,EarthGrown,Apparel > Compression,p_963075,EarthGrown Smart Recovery Socks,<strong>EarthGrown Smart Recovery Socks</strong><br> Improves cognitive function. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Apparel > Compression</span>,42.52,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=1145,https://via.placeholder.com/300x300?text=Recovery+Socks
1001,NeuroPeak,Home > Lighting,p_423106,NeuroPeak Organic Sunrise Alarm Clock,<strong>NeuroPeak Organic Sunrise Alarm Clock</strong><br> Accelerates muscle recovery. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Home > Lighting</span>,77.02,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=677,https://via.placeholder.com/300x300?text=Sunrise+Alarm+Clock
1001,Nordic Recovery,Supplements > Sleep,p_929705,Nordic Recovery Ultra Deep Sleep Stack,<strong>Nordic Recovery Ultra Deep Sleep Stack</strong><br> Optimizes circadian rhythm. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Supplements > Sleep</span>,58.1,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=7202,https://via.placeholder.com/300x300?text=Deep+Sleep+Stack
1001,VitalSleep,Electronics > Wearables,p_974154,VitalSleep Advanced Sleep Tracking Headband,<strong>VitalSleep Advanced Sleep Tracking Headband</strong><br> Enhances deep sleep cycles. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Electronics > Wearables</span>,421.76,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=2014,https://via.placeholder.com/300x300?text=Sleep+Tracking+Headband
1001,PureFlow,Apparel > Compression,p_649723,PureFlow Clinical Strength Compression Leggings,<strong>PureFlow Clinical Strength Compression Leggings</strong><br> Optimizes circadian rhythm. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Apparel > Compression</span>,40.94,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=8515,https://via.placeholder.com/300x300?text=Compression+Leggings
1001,Nordic Recovery,Apparel > Compression,p_781870,Nordic Recovery Organic Compression Leggings,<strong>Nordic Recovery Organic Compression Leggings</strong><br> Optimizes circadian rhythm. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Apparel > Compression</span>,15.41,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=8295,https://via.placeholder.com/300x300?text=Compression+Leggings
1001,Halo Tracker,Supplements > Focus,p_653522,Halo Tracker Premium Lion's Mane Mushroom Extract,<strong>Halo Tracker Premium Lion's Mane Mushroom Extract</strong><br> Improves cognitive function. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Supplements > Focus</span>,23.77,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=542,https://via.placeholder.com/300x300?text=Lion's+Mane+Mushroom+Extract
1001,NeuroPeak,Home > Bedroom,p_648518,NeuroPeak Advanced Weighted Blanket (15lbs),<strong>NeuroPeak Advanced Weighted Blanket (15lbs)</strong><br> Supports metabolic flexibility. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Home > Bedroom</span>,46.03,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=6541,https://via.placeholder.com/300x300?text=Weighted+Blanket+(15lbs)
1001,BioStack,Electronics > Recovery,p_910201,BioStack Advanced PEMF Mat,<strong>BioStack Advanced PEMF Mat</strong><br> Improves cognitive function. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Electronics > Recovery</span>,316.61,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=5901,https://via.placeholder.com/300x300?text=PEMF+Mat
1001,Zenith Gear,Supplements > Gut Health,p_555194,Zenith Gear Advanced Prebiotic Fiber Blend,<strong>Zenith Gear Advanced Prebiotic Fiber Blend</strong><br> Improves cognitive function. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Supplements > Gut Health</span>,25.78,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=4819,https://via.placeholder.com/300x300?text=Prebiotic+Fiber+Blend
1001,RedLight Rising,Electronics > Wearables,p_634061,RedLight Rising Organic Biometric Ring Gen 3,<strong>RedLight Rising Organic Biometric Ring Gen 3</strong><br> Improves cognitive function. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Electronics > Wearables</span>,424.83,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=2568,https://via.placeholder.com/300x300?text=Biometric+Ring+Gen+3
1001,BioStack,Supplements > Focus,p_848409,BioStack Advanced Lion's Mane Mushroom Extract,<strong>BioStack Advanced Lion's Mane Mushroom Extract</strong><br> Reduces cortisol levels. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Supplements > Focus</span>,22.1,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=2471,https://via.placeholder.com/300x300?text=Lion's+Mane+Mushroom+Extract
1001,OptiMize Labs,Apparel > Compression,p_718802,OptiMize Labs Premium Post-Workout Hoodie,<strong>OptiMize Labs Premium Post-Workout Hoodie</strong><br> Improves cognitive function. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Apparel > Compression</span>,27.49,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=9088,https://via.placeholder.com/300x300?text=Post-Workout+Hoodie
1001,Halo Tracker,Supplements > Sleep,p_588687,Halo Tracker Advanced Valerian Root Extract,<strong>Halo Tracker Advanced Valerian Root Extract</strong><br> Reduces cortisol levels. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Supplements > Sleep</span>,30.35,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=4948,https://via.placeholder.com/300x300?text=Valerian+Root+Extract
1001,Halo Tracker,Supplements > Gut Health,p_673706,Halo Tracker Smart Probiotic 50 Billion CFU,<strong>Halo Tracker Smart Probiotic 50 Billion CFU</strong><br> Supports metabolic flexibility. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Supplements > Gut Health</span>,15.04,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=728,https://via.placeholder.com/300x300?text=Probiotic+50+Billion+CFU
1001,EarthGrown,Home > Lighting,p_899322,EarthGrown Advanced Full Spectrum Desk Lamp,<strong>EarthGrown Advanced Full Spectrum Desk Lamp</strong><br> Optimizes circadian rhythm. <br> <ul><li>Batch Tested</li><li>Clinical Dose</li></ul> <span>Category: Home > Lighting</span>,84.44,GBP,https://www.awin1.com/cread.php?awinmid=1001&p=8262,https://via.placeholder.com/300x300?text=Full+Spectrum+Desk+Lamp
